
0,3.47366,1.96712
1,3.4846,0.878503
2,2.61868,1.91557
3,3.45512,3.89592
4,4.16179,4.28391
5,4.35019,0.0303651
6,4.85054,2.62851
7,0.702161,0.736862
8,1.96652,2.44873
9,3.44021,3.4948
10,2.22507,1.29339
11,3.43384,2.16349
12,1.14375,1.74775
13,3.84029,1.31868
14,1.53366,0.125117
15,4.5414,1.07902
16,2.15551,0.735461
17,1.93676,2.13254
18,4.94491,2.42528
19,2.73184,3.13435
20,1.7152,0.472839
21,4.02105,0.493012
22,0.150554,2.20801
23,4.16266,3.19622
24,4.06074,0.262755
25,4.76084,2.93429
26,0.229286,4.03593
27,0.943273,0.828038
28,3.28956,0.694532
29,2.32516,0.804073
30,1.54352,4.28352
31,0.201217,3.61546
32,4.72363,4.76099
33,2.06991,2.98842
